holding_code_raw,holding_name,sec_type,corp_code,common_ticker,etf_isin,match_rule,source
000680,LS네트웍스,stock,00104698,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000700,유수홀딩스,stock,00163691,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000720,현대건설,stock,00164478,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000722,현대건설310-2(녹),,,,,,derived:etf_holding+company_master+PREF01N001
000760,이화산업,stock,00145686,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000810,삼성화재,stock,00139214,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000815,삼성화재우,stock_pref,00139214,000810,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
000850,화천기공,stock,00166519,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000860,강남제비스코,stock,00100939,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000880,한화,stock,00160588,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000890,보해양조,stock,00123541,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000910,유니온,stock,00144252,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000950,전방,stock,00147222,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000970,한국주철관,stock,00159573,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
000990,DB하이텍,stock,00160843,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001020,페이퍼코리아,stock,00134723,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001040,CJ,stock,00148540,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001051,서울특별시채권2020-11,,,,,,derived:etf_holding+company_master+PREF01N001
001060,JW중외제약,stock,00149947,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001070,대한방직,stock,00112970,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001080,만호제강,stock,00120872,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001120,LX인터내셔널,stock,00120076,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001130,대한제분,stock,00113243,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001200,유진투자증권,stock,00131054,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001210,금호전기,stock,00106395,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001230,동국홀딩스,stock,00114792,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001250,GS글로벌,stock,00138190,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001260,남광토건,stock,00107066,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001270,부국증권,stock,00123772,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001290,상상인증권,stock,00112059,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001340,PKC,stock,00122472,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001360,삼성제약,stock,00126414,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001380,SG글로벌,stock,00152039,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001390,KG케미칼,stock,00101220,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001420,태원물산,stock,00154055,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001430,세아베스틸지주,stock,00106669,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001440,대한전선,stock,00113207,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001450,현대해상,stock,00164973,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001460,BYC,stock,00122579,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001500,현대차증권,stock,00137997,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001510,SK증권,stock,00131850,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001530,DI동일,stock,00118345,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001550,조비,stock,00148948,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001560,제일연마,stock,00148461,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001570,금양,stock,00106119,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001620,케이비아이동국실업,stock,00114765,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001630,종근당홀딩스,stock,00149354,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001680,대상,stock,00121941,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001720,신영증권,stock,00136721,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001740,SK네트웍스,stock,00131780,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001750,한양증권,stock,00162416,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001770,SHD,stock,00137809,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001780,알루코,stock,00117027,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001790,대한제당,stock,00113234,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001800,오리온홀딩스,stock,00117577,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001820,삼화콘덴서,stock,00129350,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
001940,KISCO홀딩스,stock,00159740,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002020,코오롱,stock,00152862,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002030,아세아,stock,00138701,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002100,경농,stock,00101433,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002140,고려산업,stock,00102751,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002150,도화엔지니어링,stock,00114552,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002170,SYTS,stock,00127042,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002200,한국수출포장,stock,00158112,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002220,한일철강,stock,00163196,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002240,고려제강,stock,00103006,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002310,아세아제지,stock,00138729,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002320,한진,stock,00163512,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002350,넥센타이어,stock,00173874,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002360,SH에너지화학,stock,00136457,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002380,KCC,stock,00105271,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002382,케이씨씨80-2,,,,,,derived:etf_holding+company_master+PREF01N001
002390,한독,stock,00161046,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002450,삼익악기,stock,00127857,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002460,HS화성,stock,00174527,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002620,제일파마홀딩스,stock,00148443,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002630,오리엔트바이오,stock,00141626,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002690,동일제강,stock,00118451,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002700,신일전자,stock,00173698,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002710,TCC스틸,stock,00117300,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002720,국제약품,stock,00104722,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002760,보락,stock,00123107,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002780,진흥기업,stock,00150828,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002790,아모레퍼시픽홀딩스,stock,00154462,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002810,삼영무역,stock,00127167,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002820,SUN&L,stock,00132211,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002840,미원상사,stock,00121932,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002870,신풍,stock,00137368,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002880,디와이에이,stock,00149804,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002900,TYM,stock,00117230,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002920,유성기업,stock,00174004,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002960,한국쉘석유,stock,00158149,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
002990,금호건설,stock,00106313,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003000,부광약품,stock,00123718,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003010,혜인,stock,00165343,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003030,세아제강지주,stock,00124197,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003060,에이프로젠바이오로직스,stock,00101044,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003070,코오롱글로벌,stock,00152880,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003080,SB성보,stock,00132725,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003090,대웅,stock,00111810,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003120,일성아이에스,stock,00146214,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003160,디아이,stock,00118275,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003200,일신방직,stock,00146269,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003220,대원제약,stock,00111999,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003230,삼양식품,stock,00126955,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003240,태광산업,stock,00153393,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003280,흥아해운,stock,00167208,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003300,한일홀딩스,stock,00162993,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003350,한국화장품제조,stock,00160621,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003380,하림지주,stock,00148364,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003451,KB증권47-1,,,,,,derived:etf_holding+company_master+PREF01N001
003460,유화증권,stock,00145190,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003470,유안타증권,stock,00117601,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003480,한진중공업홀딩스,stock,00163673,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003490,대한항공,stock,00113526,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003520,영진약품,stock,00141149,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003530,한화투자증권,stock,00148610,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003540,대신증권,stock,00110893,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003545,대신증권우,stock_pref,00110893,003540,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
003550,LG,stock,00120021,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003555,LG우,stock_pref,00120021,003550,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
003570,SNT다이내믹스,stock,00134477,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003580,HLB글로벌,stock,00169048,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003610,방림,stock,00122348,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003620,KG모빌리티,stock,00138242,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003650,미창석유,stock,00122056,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003670,포스코퓨처엠,stock,00155276,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003680,한성기업,stock,00161860,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003690,코리안리,stock,00113191,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003720,삼영,stock,00127255,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003780,진양산업,stock,00150439,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003830,대한화섬,stock,00113544,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003850,보령,stock,00123143,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003920,남양유업,stock,00107598,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
003960,사조대림,stock,00109718,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004000,롯데정밀화학,stock,00157681,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004020,현대제철,stock,00145880,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004024,현대제철128-4,,,,,,derived:etf_holding+company_master+PREF01N001
004060,SG세계물산,stock,00133511,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004080,신흥,stock,00173795,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004090,한국석유,stock,00157991,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004100,태양금속,stock,00153755,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004140,동방,stock,00115287,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004150,한솔홀딩스,stock,00171636,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004170,신세계,stock,00136378,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004250,NPC,stock,00108038,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004270,남성,stock,00172185,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004310,현대약품,stock,00164706,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004360,세방,stock,00133812,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004370,농심,stock,00108241,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004380,삼익THK,stock,00127802,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004410,서울식품,stock,00130879,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004430,송원산업,stock,00134963,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004440,삼일씨엔에스,stock,00109806,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004450,삼화왕관,stock,00129235,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004490,세방전지,stock,00133858,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004540,깨끗한나라,stock,00113492,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004560,현대비앤지스틸,stock,00125743,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004690,삼천리,stock,00128555,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004700,조광피혁,stock,00148939,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004710,한솔테크닉스,stock,00157399,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004720,팜젠사이언스,stock,00135050,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004770,써니전자,stock,00138057,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004800,효성,stock,00117188,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004830,덕성,stock,00114093,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004840,DRB동일,stock,00118266,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004890,동일산업,stock,00172936,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004910,조광페인트,stock,00148920,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004920,씨아이테크,stock,00127158,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004960,한신공영,stock,00162063,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004970,신라교역,stock,00135962,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004980,성신양회,stock,00132804,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
004990,롯데지주,stock,00120562,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005010,휴스틸,stock,00156488,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005070,코스모신소재,stock,00129989,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005090,SGC에너지,stock,00125150,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005110,한창,stock,00163716,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005160,동국산업,stock,00172680,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005180,빙그레,stock,00124726,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005250,녹십자홀딩스,stock,00108135,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005281,부산은행2025-09할11M-03,,,,,,derived:etf_holding+company_master+PREF01N001
005282,부산은행2025-10이3A-20(녹),,,,,,derived:etf_holding+company_master+PREF01N001
005283,부산은행2025-08이1.5A-27,,,,,,derived:etf_holding+company_master+PREF01N001
005290,동진쎄미켐,stock,00118804,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005300,롯데칠성,stock,00120571,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005360,모나미,stock,00121288,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005380,현대차,stock,00164742,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005381,현대차우,stock_pref,00164742,005380,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
005382,현대차2우B,stock_pref,00164742,005380,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
005385,현대차우,stock_pref,00164742,005380,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
005387,현대차2우B,stock_pref,00164742,005380,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
005420,코스모화학,stock,00160302,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005430,한국공항,stock,00156691,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005440,현대지에프홀딩스,stock,00105280,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005490,POSCO홀딩스,stock,00155319,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005500,삼진제약,stock,00128412,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005610,삼립,stock,00125530,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005680,삼영전자,stock,00127200,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005690,파미셀,stock,00145163,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005720,넥센,stock,00167192,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005740,크라운해태홀딩스,stock,00153126,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005750,대림바스,stock,00109754,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005800,신영와코루,stock,00136624,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005810,풍산홀딩스,stock,00155531,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005820,원림,stock,00143794,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005830,DB손해보험,stock,00159102,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005850,에스엘,stock,00125521,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005870,휴니드,stock,00111421,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005880,대한해운,stock,00113535,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005930,삼성전자,stock,00126380,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005931,삼성전자우,stock_pref,00126380,005930,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
005935,삼성전자우,stock_pref,00126380,005930,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
005940,NH투자증권,stock,00120182,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005941,엔에이치투자74-1,,,,,,derived:etf_holding+company_master+PREF01N001
005945,NH투자증권우,stock_pref,00120182,005940,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
005950,이수화학,stock,00145552,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
005960,동부건설,stock,00115612,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006040,동원산업,stock,00118026,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006060,화승인더,stock,00166227,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006090,사조오양,stock,00141875,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006110,삼아알미늄,stock,00126779,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006120,SK디스커버리,stock,00131832,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006200,한국전자홀딩스,stock,00159254,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006220,제주은행,stock,00148832,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006260,LS,stock,00105952,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006280,녹십자,stock,00129679,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006340,대원전선,stock,00260392,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006360,GS건설,stock,00120030,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006370,대구백화점,stock,00108977,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006400,삼성SDI,stock,00126362,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006405,삼성SDI우,stock_pref,00126362,006400,,pref_suffix_to_common,derived:etf_holding+company_master+PREF01N001
006570,대림통상,stock,00109824,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006650,대한유화,stock,00260383,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006660,삼성공조,stock,00126201,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006730,서부T&D,stock,00130383,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006740,블루산업개발,stock,00141404,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006800,미래에셋증권,stock,00111722,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006801,미래에셋증권72,,,,,,derived:etf_holding+company_master+PREF01N001
006802,미래에셋증권69-2,,,,,,derived:etf_holding+company_master+PREF01N001
006840,AK홀딩스,stock,00125080,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006880,신송홀딩스,stock,00136402,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006890,태경케미컬,stock,00109161,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006910,보성파워텍,stock,00267881,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
006980,우성,stock,00142661,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007070,GS리테일,stock,00140177,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007071,지에스리테일36-1,,,,,,derived:etf_holding+company_master+PREF01N001
007110,일신석재,stock,00146296,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007120,미래아이앤지,stock,00104786,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007160,사조산업,stock,00124799,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007210,벽산,stock,00122898,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007280,한국특강,stock,00124090,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007310,오뚜기,stock,00141529,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007340,DN오토모티브,stock,00116949,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007390,네이처셀,stock,00117276,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007460,에이프로젠,stock,00152385,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007540,샘표,stock,00130091,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007570,일양약품,stock,00146454,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007590,동방아그로,stock,00115384,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007610,선도전기,stock,00131939,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007660,이수페타시스,stock,00107613,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007690,국도화학,stock,00104388,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007700,F&F홀딩스,stock,00126487,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007810,코리아써키트,stock,00152686,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007860,서연,stock,00163114,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
007980,TP,stock,00154329,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
008040,사조동아원,stock,00137252,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
008060,대덕,stock,00109189,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
008250,이건산업,stock,00145446,,,stock_code_exact,derived:etf_holding+company_master+PREF01N001
